48
4591.5294116117475	45920.095389723574	200170
20199.287339298455	57615.62951604513	155250
38172.28174732013	62291.502370919836	120410
54470.736872570844	61546.319707622555	93386
67859.27030284987	58368.18059385046	72428
78578.89585450059	54451.19740354974	56174
87735.35103159198	50756.164737461004	43568
95450.58305447665	47631.51341399838	33791
102246.48634975006	45074.758571088016	26207
108647.78081839024	43214.23911454644	20326
114650.94745375593	41910.9142994715	15765
120538.6455951144	41058.17961470408	12227
126410.93614789174	40610.45001294583	9482.8
132875.30169827695	40421.272429260964	7354.7
139432.72184065936	40271.55153375587	5704.2
145898.0890614214	39967.9453382246	4424.1
152596.90949067578	39549.499146279864	3431.3
159057.35586641496	38891.665636014215	2661.2
165496.718724734	38116.66657115845	2064
171807.9234703942	37240.36215273636	1600.8
177735.77620215807	36225.366512808	1241.6
183418.6864761266	35121.713504302	962.93
189124.97586323382	33892.66262418226	746.84
194453.47646193573	32540.35209609273	579.23
199307.34134766037	30996.899431460657	449.24
204390.61718268562	29416.725128458253	348.43
208930.24889497794	27803.02173643787	270.23
213154.78582832607	26247.646813376487	209.59
217067.59811010805	24808.4863811544	162.55
220985.2086284561	23538.489468363703	126.07
224659.84693400978	22344.834232316916	97.781
227960.35437663962	21107.11436167838	75.838
230929.48405846287	19757.040083698957	58.818
233848.2210798428	18322.12235861437	45.619
236688.4909512894	16758.443966817507	35.381
239447.3050558457	15022.791122887422	27.441
241609.86484173068	13212.003839217277	21.283
243301.51998682832	11303.579740858873	16.507
244673.50265895866	9484.942216652233	12.802
245409.55168624787	7840.931034003705	9.9292
246130.90566709635	6402.177384260567	7.7009
246244.2885177815	5201.079288034176	5.9727
245867.30357423672	4162.85587051924	4.6323
246360.87353837647	3397.06390578291	3.5928
246908.43375739027	2758.1083886783445	2.7865
245892.8008666709	2188.793687927378	2.1612
243669.60005218678	1786.2234533935266	1.6762
243756.03238012252	1446.4943933365184	1.3
