48
9259.108993408448	8428.095445268142	65079
10296.163129711176	8700.932443982267	51696
11272.893716159218	9151.435649928877	41064
12251.340490505318	9808.155130355957	32619
13301.34922223735	10686.916953022162	25911
14463.550922864346	11804.593686247199	20582
15812.00603766918	13155.37592324338	16350
17378.23969248406	14753.469441603766	12987
19241.233576625953	16579.307551771035	10316
21477.701823260297	18630.830019586116	8194.8
24081.40939963335	20845.26219653987	6509.5
26581.230764446325	22241.128692264316	5170.8
30690.631250969745	25380.47712191369	4107.4
34655.78216963091	27784.384164630406	3262.7
39391.64970240346	29986.67121063659	2591.7
44084.05464397945	32229.21748209424	2058.8
49498.44908341403	34108.455261476665	1635.4
55176.5346407355	35832.06056201911	1299
61369.967521348364	37137.700304217426	1031.9
67826.44280598423	38031.29881917019	819.68
74602.94325702263	38472.47751450738	651.11
81431.21543064388	38093.18820216692	517.21
88166.15450593848	37134.08796351007	410.84
94378.58075397795	35436.98244656353	326.35
100195.64036577329	33155.94111296382	259.24
105178.96456510964	30636.9567234263	205.93
109410.31171257573	28030.737934018332	163.58
112932.40336571893	25616.160179172835	129.94
115977.79703021585	23638.112115306427	103.22
118649.27430604913	22011.76341820263	81.988
121124.88107239609	20747.77360168192	65.127
123826.10562620187	19833.728683550762	51.734
126531.32731046547	19045.717658977097	41.095
129389.9619454088	18000.37841513325	32.643
132097.96179246675	16758.12822632153	25.93
134711.69890010345	15229.386973951341	20.598
136966.0674773856	13502.048792455655	16.362
138685.4302427793	11670.11716760825	12.997
140071.61640339365	10040.45830867567	10.324
140973.9534518871	8424.779997058722	8.2008
141780.97090271598	7107.889262056806	6.5143
142354.8641721564	6041.105990555394	5.1746
142770.2381782818	5085.443002642833	4.1105
143157.80074197578	4323.848785398741	3.2651
143309.15336681838	3627.5384949222566	2.5937
143570.8151236722	3032.4487824699077	2.0603
144044.99907740232	2489.1666329712625	1.6366
144584.1491271796	2018.9067592320623	1.3
