48
80363.30245094952	54655.8617665702	65079
88075.48087778373	52586.89737719051	51696
94763.34604673878	51046.14115727963	41064
100728.62434288958	50309.272793611126	32619
106350.60894888564	50544.482984121336	25911
112017.86186001699	51830.710925954794	20582
117933.04487809927	54068.674646144595	16350
124462.12080965968	57325.1532689275	12987
131845.4833303162	61340.54032690342	10316
140362.11366724755	65989.56219596617	8194.8
150195.50220217733	70965.0198652421	6509.5
161417.23340604684	75888.37389981998	5170.8
174157.59662260686	80472.10721203804	4107.4
188353.06510360024	84175.50649852616	3262.7
203553.2464094416	86612.94415620205	2591.7
219477.85332263767	87340.84569382883	2058.8
235489.85443864626	86177.04908094206	1635.4
250942.09021445402	83185.55852456183	1299
264575.7178763556	78370.89807425663	1031.9
273293.69126675243	71646.27845176938	819.68
278860.46787572245	64380.01179489623	651.11
282874.58490263176	57757.17212202007	517.21
285802.4772155368	52093.71561309117	410.84
287866.9958434582	47656.072128729094	326.35
289563.4769196612	44723.30110649704	259.24
291016.54638003255	43025.48562174991	205.93
292363.5649724274	42494.90436247236	163.58
293814.516289234	42705.799442535135	129.94
295424.01538149535	43308.358681540165	103.22
297156.119330684	43615.25988807017	81.988
299096.2411059904	43047.14195224482	65.127
301068.8081965584	41294.83040141853	51.734
303057.40767738863	38285.05394537325	41.095
304758.1392276242	34453.42664114576	32.643
306159.6942574478	30288.986983584506	25.93
307342.6939587605	26348.563461955477	20.598
308303.4491936496	22802.69417303436	16.362
309119.455040907	19773.159647219894	12.997
309734.4798852998	17262.618549435643	10.324
310306.23884554964	15230.79566621872	8.2008
310846.62317745166	13626.213474292023	6.5143
311368.79049621435	12288.14146873264	5.1746
311848.0677182164	10998.96407811638	4.1105
312250.689133355	9703.770723377173	3.2651
312574.8861905842	8458.027848585354	2.5937
312930.3994102748	7210.674625721398	2.0603
313387.38769636065	6072.0620146447345	1.6366
314383.2778654914	4938.727181479728	1.3
