48
18673.86571896792	48218.96930253345	150190
33252.790481226075	52865.90221629327	117200
47072.600731944505	53000.51159014357	91455
58626.04844649423	50622.50614336307	71366
67904.50367329213	47423.71496427542	55690
75481.41416536449	44320.10721426138	43457
81749.81932574633	41563.79211421039	33911
87324.59484936444	39501.982270207925	26462
92523.91727301654	38097.82851810285	20649
97538.48587027025	37265.8332555193	16114
102529.2099245315	36912.786912236676	12574
107649.84212210553	36961.76460856915	9811.9
112998.85823521325	37283.30309165939	7656.6
118576.86838893044	37797.1041165019	5974.8
124417.1373661201	38323.25443066401	4662.3
130456.28547065135	38791.558726625546	3638.2
136686.7393770845	39168.47522854921	2839
143045.6843867398	39347.63037733458	2215.4
149571.89924343023	39323.17044476226	1728.8
156192.5725434685	39030.059708755645	1349
162776.4224097253	38418.72588595471	1052.7
169295.2924797055	37438.87406788992	821.46
175643.4315268813	35990.52862142585	641.02
181627.2978428037	34121.88277326311	500.21
187045.86517057096	31871.545741442314	390.33
191762.5437241569	29412.301460116632	304.59
195814.5429198689	26927.715456203987	237.68
199304.46409164398	24648.078145155214	185.47
202250.44354888442	22721.766290342843	144.73
204852.219616163	21241.690754317366	112.94
207402.96694163818	20189.862056979666	88.132
209874.33034989104	19432.508360452735	68.773
212528.5189562672	18818.11958808893	53.666
215343.03923834526	18120.71026308255	41.878
218211.74635727514	17135.316381328612	32.679
220902.25049111858	15834.470203878998	25.5
223188.33067118836	14315.5960457934	19.899
225044.4285313834	12739.544817964517	15.528
226608.14699495005	11281.221830751096	12.117
227902.69976756323	9950.446763247342	9.4554
229003.85304272643	8797.440640034914	7.3784
229782.3051565457	7743.112376314832	5.7577
230184.6183170871	6751.3004475504695	4.4929
230261.85817526345	5868.758541664634	3.506
230387.89474654154	5027.081746573139	2.7359
230430.5667069617	4223.333490271778	2.1349
230070.9537022262	3533.9140594526452	1.6659
229920.53866696026	2929.5539254058563	1.3
